ADD_FIX,	1.303794
ADD_FLOAT,	1.805962
ADD_DOUBLE,	2.154111
SUB_FIX,	1.303794
SUB_FLOAT,	1.805962
SUB_DOUBLE,	2.154111
MUL_FIX,	2.041227
MUL_FLOAT,	3.346691
MUL_DOUBLE,	4.140355
DIV_FIX,	3.454382
DIV_FLOAT,	4.132830
DIV_DOUBLE,	5.681773
REM_FIX,	2.201266
REM_FLOAT,	15.177299
REM_DOUBLE,	92.152046
CAST_FIX_FLOAT,	5.250809
CAST_FIX_DOUBLE,	6.767391
CAST_FLOAT_FIX,	4.465112
CAST_FLOAT_DOUBLE,	1.000000
CAST_DOUBLE_FIX,	5.533939
CAST_DOUBLE_FLOAT,	5.905917
CAST_FIX_FIX,	1.130061
