ADD_FIX,	1.051802
ADD_FLOAT,	1.029330
ADD_DOUBLE,	1.393842
SUB_FIX,	1.051802
SUB_FLOAT,	1.029330
SUB_DOUBLE,	1.393842
MUL_FIX,	1.358821
MUL_FLOAT,	1.825916
MUL_DOUBLE,	1.562819
DIV_FIX,	3.978987
DIV_FLOAT,	2.032103
DIV_DOUBLE,	2.212754
REM_FIX,	1.587772
REM_FLOAT,	54.006128
REM_DOUBLE,	387.093863
CAST_FIX_FLOAT,	3.075295
CAST_FIX_DOUBLE,	3.362907
CAST_FLOAT_FIX,	2.871735
CAST_FLOAT_DOUBLE,	1.183715
CAST_DOUBLE_FIX,	2.722311
CAST_DOUBLE_FLOAT,	1.171458
CAST_FIX_FIX,	1.000000
